,predicted as 0,predicted as 1,predicted value,ground truth,is_correct,TP/FP/TN/TN/FN
0,0.65176636,0.3482336,0,0,True,TN
1,0.6856826,0.31431735,0,0,True,TN
2,0.9977621,0.0022378967,0,0,True,TN
3,0.9609634,0.0390365,0,0,True,TN
4,0.6904195,0.30958045,0,0,True,TN
5,0.8950709,0.10492899,0,1,False,FN
6,0.062268857,0.9377311,1,0,False,FP
7,0.41066024,0.58933973,1,0,False,FP
8,0.7128343,0.28716567,0,0,True,TN
9,0.81355745,0.18644257,0,1,False,FN
10,0.98108727,0.018912794,0,1,False,FN
11,0.4456518,0.5543482,1,0,False,FP
12,0.83488435,0.16511555,0,1,False,FN
13,0.9883764,0.01162355,0,0,True,TN
14,0.040945835,0.9590541,1,0,False,FP
15,0.6460936,0.35390642,0,0,True,TN
16,0.61361456,0.38638553,0,0,True,TN
17,0.85282165,0.14717843,0,1,False,FN
18,0.85724354,0.14275637,0,1,False,FN
19,0.9609634,0.0390365,0,0,True,TN
20,0.45544568,0.54455423,1,0,False,FP
21,0.6272862,0.3727138,0,0,True,TN
22,0.94708943,0.052910544,0,0,True,TN
23,0.957645,0.042354893,0,0,True,TN
24,0.23358329,0.7664167,1,0,False,FP
25,0.6378899,0.36210993,0,0,True,TN
26,0.08928843,0.9107116,1,1,True,TP
27,0.50142395,0.49857605,0,0,True,TN
28,0.8634876,0.1365124,0,0,True,TN
29,0.589192,0.410808,0,0,True,TN
30,0.71727663,0.28272328,0,1,False,FN
31,0.7855879,0.21441205,0,0,True,TN
32,0.589248,0.41075203,0,0,True,TN
33,0.8374377,0.16256234,0,0,True,TN
34,0.53339154,0.46660832,0,0,True,TN
35,0.2984649,0.70153505,1,0,False,FP
36,0.6134798,0.3865202,0,0,True,TN
37,0.9767677,0.023232294,0,0,True,TN
38,0.50142395,0.49857605,0,0,True,TN
39,0.009688819,0.9903111,1,0,False,FP
40,0.7162065,0.2837935,0,0,True,TN
41,0.09865196,0.90134805,1,1,True,TP
42,0.93983483,0.060165145,0,0,True,TN
43,0.3061467,0.69385326,1,0,False,FP
44,0.8520789,0.14792109,0,0,True,TN
45,0.67206997,0.3279299,0,0,True,TN
46,0.9797936,0.020206355,0,0,True,TN
47,0.448948,0.5510519,1,0,False,FP
48,0.3837272,0.6162728,1,0,False,FP
49,0.7654999,0.23450014,0,1,False,FN
50,0.77392715,0.2260728,0,1,False,FN
51,0.80648786,0.19351214,0,0,True,TN
52,0.3543557,0.64564425,1,0,False,FP
53,0.5847552,0.41524482,0,0,True,TN
54,0.7435312,0.2564687,0,0,True,TN
55,0.999533,0.00046691747,0,0,True,TN
56,0.102761894,0.8972381,1,1,True,TP
57,0.5190077,0.4809923,0,1,False,FN
58,0.59150964,0.40849048,0,0,True,TN
59,0.8851487,0.1148513,0,0,True,TN
60,0.99362373,0.0063762255,0,1,False,FN
61,0.26088044,0.7391195,1,1,True,TP
62,0.94981366,0.050186258,0,0,True,TN
63,0.6775506,0.32244942,0,0,True,TN
64,0.6095188,0.39048105,0,0,True,TN
65,0.78809667,0.21190332,0,0,True,TN
66,0.060331818,0.93966824,1,0,False,FP
67,0.75226194,0.24773808,0,1,False,FN
68,0.9609634,0.0390365,0,0,True,TN
69,0.85010284,0.14989707,0,0,True,TN
70,0.5489236,0.4510764,0,0,True,TN
71,0.9064816,0.093518324,0,0,True,TN
72,0.4842807,0.51571923,1,1,True,TP
73,0.9382215,0.06177846,0,0,True,TN
74,0.815168,0.18483195,0,0,True,TN
75,0.05486765,0.9451323,1,1,True,TP
76,0.8692781,0.13072187,0,0,True,TN
77,0.0701122,0.92988783,1,0,False,FP
78,0.8015583,0.19844165,0,0,True,TN
79,0.73057514,0.26942477,0,0,True,TN
80,0.9522719,0.047728136,0,1,False,FN
81,0.26127535,0.7387246,1,1,True,TP
82,0.9108329,0.08916712,0,0,True,TN
83,0.9198249,0.08017515,0,0,True,TN
84,0.7724755,0.22752453,0,0,True,TN
85,0.9609634,0.0390365,0,0,True,TN
86,0.9283353,0.0716647,0,1,False,FN
87,0.9823688,0.017631104,0,1,False,FN
88,0.59150964,0.40849048,0,1,False,FN
89,0.90523195,0.09476805,0,1,False,FN
90,0.9609634,0.0390365,0,0,True,TN
91,0.9879847,0.012015198,0,1,False,FN
92,0.9297727,0.07022735,0,0,True,TN
93,0.9848284,0.015171613,0,0,True,TN
94,0.9999899,9.956235e-06,0,1,False,FN
95,0.97979665,0.020203257,0,0,True,TN
96,0.836135,0.16386497,0,0,True,TN
97,0.99980354,0.00019650336,0,0,True,TN
98,0.59150964,0.40849048,0,0,True,TN
99,0.9452068,0.054793186,0,1,False,FN
100,0.76835215,0.23164782,0,0,True,TN
101,0.2893328,0.71066725,1,0,False,FP
102,0.8054364,0.19456363,0,0,True,TN
103,0.71942985,0.2805702,0,1,False,FN
104,0.9451951,0.054804996,0,1,False,FN
105,0.41571194,0.5842881,1,1,True,TP
106,0.99824744,0.0017524943,0,1,False,FN
107,0.59150964,0.40849048,0,1,False,FN
108,0.9063283,0.093671694,0,0,True,TN
109,0.7747129,0.22528705,0,0,True,TN
110,0.8773281,0.12267183,0,0,True,TN
111,0.99999875,1.249481e-06,0,0,True,TN
112,0.20408303,0.795917,1,1,True,TP
113,0.5086494,0.49135065,0,1,False,FN
114,0.3003179,0.69968206,1,0,False,FP
115,0.9152216,0.08477838,0,1,False,FN
116,0.23188394,0.76811606,1,1,True,TP
117,0.29997045,0.7000295,1,0,False,FP
118,0.8303968,0.16960315,0,0,True,TN
119,0.17880355,0.82119644,1,1,True,TP
120,0.59150964,0.40849048,0,0,True,TN
121,0.98115486,0.018845197,0,1,False,FN
122,0.041703656,0.9582963,1,0,False,FP
123,0.8845647,0.115435235,0,0,True,TN
124,0.90325207,0.096747905,0,1,False,FN
125,0.91463715,0.08536286,0,1,False,FN
126,0.9881078,0.011892161,0,1,False,FN
127,0.99136096,0.008639055,0,1,False,FN
128,0.21346402,0.7865359,1,1,True,TP
129,0.61386573,0.3861342,0,0,True,TN
130,0.9451951,0.054804996,0,1,False,FN
131,0.638252,0.36174798,0,1,False,FN
132,0.7585948,0.24140523,0,0,True,TN
133,0.95840764,0.04159234,0,0,True,TN
134,0.59150964,0.40849048,0,0,True,TN
135,0.66769373,0.33230627,0,0,True,TN
136,0.19169545,0.8083045,1,1,True,TP
137,0.69924814,0.30075192,0,1,False,FN
138,0.85563517,0.14436476,0,1,False,FN
139,0.1427367,0.8572633,1,0,False,FP
140,0.97421634,0.025783649,0,1,False,FN
141,0.59150964,0.40849048,0,1,False,FN
142,0.11310647,0.88689345,1,0,False,FP
143,0.30631796,0.6936821,1,0,False,FP
144,0.98705775,0.012942287,0,0,True,TN
145,0.9451951,0.054804996,0,0,True,TN
146,0.7139513,0.28604868,0,0,True,TN
147,0.926534,0.073466025,0,0,True,TN
148,0.6668024,0.33319762,0,1,False,FN
149,0.7355757,0.26442426,0,0,True,TN
150,0.9256358,0.074364156,0,0,True,TN
151,0.9464132,0.053586762,0,0,True,TN
152,0.15581109,0.84418887,1,0,False,FP
153,0.9609635,0.0390365,0,0,True,TN
154,0.7885781,0.21142194,0,1,False,FN
155,0.2523975,0.74760246,1,0,False,FP
156,0.98979074,0.010209233,0,0,True,TN
157,0.9609635,0.0390365,0,1,False,FN
158,0.9999577,4.2299136e-05,0,0,True,TN
