,predicted as 0,predicted as 1,predicted value,ground truth,is_correct,TP/FP/TN/TN/FN
0,0.43852964,0.56147027,1,0,False,FP
1,0.96509105,0.03490898,0,0,True,TN
2,0.9780387,0.021961272,0,0,True,TN
3,0.9949713,0.0050286497,0,1,False,FN
4,0.32107314,0.6789268,1,0,False,FP
5,0.9017831,0.09821688,0,0,True,TN
6,0.9792889,0.020711072,0,1,False,FN
7,0.014512169,0.9854878,1,0,False,FP
8,0.00025585003,0.9997442,1,1,True,TP
9,0.6775456,0.32245445,0,1,False,FN
10,0.4363124,0.56368744,1,1,True,TP
11,0.8579073,0.14209267,0,0,True,TN
12,0.29260993,0.70739007,1,0,False,FP
13,0.93747103,0.06252898,0,1,False,FN
14,0.4356747,0.5643253,1,0,False,FP
15,0.023042988,0.97695696,1,0,False,FP
16,0.36286005,0.63713986,1,0,False,FP
17,0.98608804,0.013911939,0,0,True,TN
18,0.94562274,0.05437722,0,0,True,TN
19,0.04124869,0.9587513,1,0,False,FP
20,0.6548956,0.3451044,0,0,True,TN
21,0.008561525,0.9914385,1,1,True,TP
22,0.48336166,0.5166384,1,1,True,TP
23,0.002854207,0.9971458,1,1,True,TP
24,0.68167865,0.31832144,0,0,True,TN
25,0.4862178,0.51378226,1,1,True,TP
26,0.5121307,0.48786926,0,1,False,FN
27,0.87518746,0.124812566,0,1,False,FN
28,0.00045714396,0.9995428,1,1,True,TP
29,0.08910275,0.9108974,1,0,False,FP
30,0.54534876,0.4546513,0,0,True,TN
31,0.98608804,0.013911939,0,1,False,FN
32,0.975272,0.024727972,0,0,True,TN
33,0.46470478,0.5352952,1,0,False,FP
34,0.143593,0.85640705,1,0,False,FP
35,0.86140656,0.13859348,0,0,True,TN
36,0.11154995,0.8884501,1,1,True,TP
37,0.83824277,0.16175725,0,1,False,FN
38,0.14441206,0.85558784,1,1,True,TP
39,0.1960172,0.80398285,1,0,False,FP
40,0.59408665,0.40591338,0,0,True,TN
41,0.28304157,0.7169584,1,0,False,FP
42,0.975272,0.024727972,0,0,True,TN
43,0.9822207,0.017779112,0,0,True,TN
44,0.97254133,0.027458647,0,1,False,FN
45,0.13210934,0.8678907,1,0,False,FP
46,0.88716114,0.112838864,0,1,False,FN
47,0.13253906,0.86746097,1,0,False,FP
48,0.005819049,0.994181,1,1,True,TP
49,0.86746,0.13254003,0,1,False,FN
50,0.9830565,0.016943466,0,0,True,TN
51,0.00085331063,0.99914664,1,1,True,TP
52,0.12864216,0.87135786,1,0,False,FP
53,0.898514,0.1014859,0,1,False,FN
54,0.9961656,0.0038344413,0,0,True,TN
