,predicted as 0,predicted as 1,predicted value,ground truth,is_correct,TP/FP/TN/TN/FN
0,0.68974847,0.3102515,0,0,True,TN
1,0.8537442,0.14625575,0,0,True,TN
2,0.9990607,0.00093931006,0,0,True,TN
3,0.6563478,0.3436522,0,0,True,TN
4,1.7489208e-06,0.99999815,1,1,True,TP
5,0.5413994,0.45860055,0,1,False,FN
6,0.99953073,0.00046925666,0,0,True,TN
7,0.81156707,0.18843293,0,0,True,TN
8,0.36624983,0.63375014,1,0,False,FP
9,0.9697087,0.030291239,0,1,False,FN
10,0.0860092,0.9139907,1,1,True,TP
11,0.67627084,0.3237291,0,1,False,FN
12,0.102999546,0.8970004,1,1,True,TP
13,0.014489124,0.9855108,1,0,False,FP
14,0.026592862,0.9734072,1,1,True,TP
15,0.0016832702,0.9983167,1,0,False,FP
16,0.9558458,0.044154182,0,0,True,TN
17,0.12841552,0.8715844,1,1,True,TP
18,0.9499668,0.05003311,0,0,True,TN
19,0.6563478,0.3436522,0,0,True,TN
20,0.9292981,0.070701815,0,0,True,TN
21,0.09551791,0.9044821,1,0,False,FP
22,0.16598637,0.8340136,1,0,False,FP
23,0.0059693046,0.9940306,1,0,False,FP
24,0.06529338,0.9347067,1,1,True,TP
25,0.9600003,0.039999668,0,1,False,FN
26,0.9972928,0.0027071184,0,0,True,TN
27,0.19630226,0.8036977,1,1,True,TP
28,0.16519888,0.8348012,1,0,False,FP
29,8.166458e-10,0.99999994,1,1,True,TP
30,0.8253053,0.17469475,0,0,True,TN
31,0.0783552,0.9216448,1,0,False,FP
32,0.9986327,0.0013672424,0,0,True,TN
33,0.07299696,0.92700297,1,0,False,FP
34,0.03034052,0.96965945,1,1,True,TP
35,0.021205617,0.9787943,1,0,False,FP
36,0.9990391,0.0009608723,0,0,True,TN
37,0.00036712398,0.9996329,1,0,False,FP
38,0.19630226,0.8036977,1,1,True,TP
39,0.99963546,0.00036449815,0,0,True,TN
40,0.0015338412,0.9984661,1,1,True,TP
41,0.9976418,0.002358193,0,1,False,FN
42,0.16608718,0.83391285,1,0,False,FP
43,0.042917334,0.9570825,1,0,False,FP
44,0.0055697267,0.9944303,1,0,False,FP
45,0.98951113,0.010488903,0,1,False,FN
46,0.15720467,0.8427952,1,1,True,TP
47,0.9999998,9.9585066e-08,0,0,True,TN
48,0.95771605,0.042283945,0,0,True,TN
49,0.0022300559,0.9977699,1,1,True,TP
50,0.648645,0.35135496,0,0,True,TN
51,0.7731222,0.22687766,0,0,True,TN
52,0.93434304,0.06565693,0,1,False,FN
53,0.9058244,0.094175585,0,0,True,TN
54,0.0054253708,0.99457455,1,1,True,TP
55,0.0021043583,0.99789566,1,1,True,TP
56,4.403865e-08,0.99999994,1,1,True,TP
57,0.036876794,0.96312326,1,0,False,FP
58,0.9995076,0.0004923405,0,0,True,TN
59,0.988548,0.011451936,0,0,True,TN
60,0.99644333,0.0035565416,0,0,True,TN
61,0.0014259836,0.998574,1,1,True,TP
62,0.97002757,0.029972445,0,0,True,TN
63,0.95417684,0.04582315,0,0,True,TN
64,0.9545935,0.045406625,0,0,True,TN
65,0.45836052,0.5416394,1,1,True,TP
66,0.997134,0.0028659645,0,1,False,FN
67,0.23903862,0.7609614,1,0,False,FP
